instrument,year,covid,rit_rf,rit,new_wacc,"weighted_average_cost_of_capital,_(%)",beta_levered,beta_unlevered,environmental_pillar_score,social_pillar_score,governance_pillar_score,esg_score,esg_combined_score,environmental_pillar_score_1,social_pillar_score_1,governance_pillar_score_1,esg_score_1,esg_combined_score_1,lnta,td/ta,price_to_book_value_per_share,capital_adequacy_total_(%),"wacc_tax_rate,_(%)","wacc_cost_of_debt,_(%)","wacc_debt_weight,_(%)","wacc_equity_weight,_(%)",total_assets,debt_total,d/e,dummylarge,dummymid,DD_a,PD_a,DD_m,PD_m,status,size_dummy,covid_dummy,DD_a_wins,DD_m_wins,DD_a_wins_5_95,DD_m_wins_5_95
FCNCA,2018,0.0,-0.161272394,-0.143172394,1.605112602,8.796723209,1.15023372,1.029116271,21.58687943,17.28665197,42.79480346,23.98030862,23.98030862,22.15799615,23.26643699,30.13612446,22.38915755,22.38915755,10.47471083,0.025195949,1.256677533,13.99,35.77237,2.687492745,15.4862947,84.5137053,35408.629,892.154,0.183240039,0.0,0.0,66.50000302597155,0.0,35.0,1.1249107064724061e-268,converged,0,0,66.45295197683572,35.0,41.710068187156885,35.0
CFG,2019,0.0,0.057691708,0.079091708,1.560562546,6.519585371,1.475102424,0.920110427,62.4867593,62.67575442,81.02030889,66.4628819,66.4628819,63.18226927,58.30754806,81.18988375,64.25490469,64.25490469,12.01813334,0.086410069,0.852554272,13.0,31.78233,2.228358909,45.19614528,51.11537006,165733.0,14321.0,0.88419873,0.0,1.0,5.599380461709036,4.605896223283522e-06,2.8672114514612614,0.0020820497401024,converged,0,0,5.609474766475931,2.868739231120174,7.776543615282638,3.925401281033244
FRCB,2018,0.0,-0.66556266,-0.64746266,1.846486442,7.665253768,0.905397312,0.833918167,21.58687943,38.74555725,52.45280924,38.10080772,38.10080772,22.15799615,43.10584389,56.75932281,41.81385478,41.81385478,11.50494575,0.105578201,1.851950432,13.43,24.52842161,3.169590924,9.571389477,84.27572594,99205.204,10473.907,0.113572317,0.0,0.0,66.50000302597155,0.0,32.31711437764412,2.0108444468632054e-229,converged,0,0,66.45295197683572,32.31711437764412,41.710068187156885,32.31711437764412
FRCB,2019,0.0,-0.167573742,-0.146173742,2.013123315,6.74863594,0.908832993,0.85445229,24.26353182,55.91865254,44.99461777,44.50668703,44.50668703,21.58687943,38.74555725,52.45280924,38.10080772,38.10080772,11.6636156,0.122786494,2.274782765,12.73,18.81773,2.638232185,6.8999813,88.01407063,116263.634,14275.604,0.078396343,0.0,1.0,5.599380461709036,4.006009959367485e-07,,,extreme_DD_m_y2019_small,0,0,5.609474766475931,,7.776543615282638,
DFS,2019,0.0,0.156562083,0.177962083,1.489773877,6.75786862,1.609225342,0.997671264,34.4487962,58.68573438,86.53447635,62.30018678,62.30018678,28.9918111,46.26099994,74.32045303,50.76712922,50.76712922,11.64391864,0.225455279,2.328924411,13.5,35.31241,2.163337925,48.11585391,50.77638353,113996.0,25701.0,0.947603011,0.0,1.0,5.599380461709036,3.290064186651213e-08,2.8672114514612614,0.0023057157793637,converged,0,0,5.609474766475931,2.868739231120174,7.776543615282638,3.925401281033244
SBNY,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.599380461709036,0.999876805122454,,,,0,0,5.609474766475931,,7.776543615282638,
SBNY,2020,1.0,1.481214952,1.485614952,2.554065287,11.36123632,1.969459029,1.804407906,54.39040762,45.97932763,52.94067853,45.21047857,45.21047857,51.6393068,47.22842426,48.19955117,43.44888429,43.44888429,11.21031037,0.051670301,1.244983363,13.54,33.03057,1.862014134,12.01724017,87.98275983,73888.344,3817.833,0.136586306,0.0,0.0,,,2.8672114514612614,0.2738485614295861,extreme_DD_a_y2020_small,0,1,,2.868739231120174,,3.925401281033244
FLG,2016,0.0,0.177184194,0.179184194,1.277913761,4.81905146,0.646442187,0.528554939,44.74153298,33.61393941,63.98890785,40.6216915,40.6216915,40.89834515,32.09392922,61.17034314,39.32211137,39.32211137,10.79807558,0.279467438,1.265363015,11.71,36.090125,1.791718442,25.87027811,74.12972189,48926.555,13673.379,0.34898658,0.0,0.0,,,,,extreme_DD_a_y2016_small,0,0,,,,
FLG,2017,0.0,0.223239316,0.231239316,1.577017879,4.748769535,0.551649777,0.509958573,46.0982659,32.71484744,67.38160604,41.20808043,41.20808043,44.74153298,33.61393941,63.98890785,40.6216915,40.6216915,10.80210696,0.26287818,1.010744219,13.86,36.30108,2.175251512,10.62359972,82.77405487,49124.195,12913.679,0.128344561,0.0,0.0,,,,,extreme_DD_a_y2017_small,0,0,,,,
FLG,2021,1.0,0.290464353,0.290864353,2.144761585,2.030837298,0.959636126,0.811031023,29.91767151,43.0395722,38.22720237,36.90733572,36.90733572,40.32394932,47.01419617,46.14266688,40.70685056,40.70685056,10.99418527,0.278226687,0.868038679,12.73,24.68425,2.556737972,18.32871874,75.33931318,59527.0,16562.0,0.243282265,0.0,0.0,,,6.625477995104164,1.7306314759439788e-11,extreme_DD_a_y2021_small,0,1,,6.625477995104164,,6.625477995104164
FHN,2019,0.0,-0.053267111,-0.031867111,1.504027607,5.637761258,1.30377734,0.725667471,50.26505859,64.87508797,61.41312471,56.13535867,49.02727529,51.98979642,64.30445953,67.43438225,57.87284595,57.87284595,10.67615961,0.099568238,1.100956097,11.22,21.9362782,1.946682256,50.03814078,49.03178348,43310.9,4312.39,1.020524591,0.0,0.0,5.599380461709036,5.8894301240052484e-08,4.045672716083531,2.608654111993277e-05,converged,0,0,5.609474766475931,4.045672716083531,7.776543615282638,4.045672716083531
CMA,2019,0.0,-0.008876887,0.012523113,1.61961698,8.546458884,1.563829625,1.240990016,73.91916113,66.00667415,87.34558316,70.75209137,70.75209137,77.12367301,67.43231928,83.74008542,70.34675514,70.34675514,11.20370646,0.099997275,1.391477901,12.13,30.53333,2.31838649,27.24582506,72.75417494,73402.0,7340.0,0.374491568,0.0,0.0,5.599380461709036,3.514515541218967e-07,2.878963602683663,0.0019949218925613,converged,0,0,5.609474766475931,2.878963602683663,7.776543615282638,3.925401281033244
WBS,2019,0.0,0.012087095,0.033487095,1.244218074,7.200498566,1.318000681,1.029588921,52.6256366,53.89122729,78.04036619,58.32668409,58.32668409,51.23173222,43.06951058,75.00222074,51.38873126,51.38873126,10.3218473,0.116135149,1.603318784,13.55,31.24385,1.775810837,28.27325821,69.39661788,30389.344,3529.271,0.407415506,0.0,0.0,5.599380461709036,1.88690284455044e-08,3.824473446936476,6.552593423784951e-05,converged,0,0,5.609474766475931,3.824473446936476,7.776543615282638,3.925401281033244
EWBC,2018,0.0,-0.391913835,-0.373813835,2.002240499,11.749029,1.482595615,1.45111389,50.22163121,54.58843345,81.43570953,59.27271842,59.27271842,51.54142582,56.81775717,80.44040265,60.24360079,60.24360079,10.62235989,0.014147458,1.426357418,13.7,27.8841,3.279633466,2.920476001,97.079524,41042.356,580.645,0.030083337,0.0,0.0,66.50000302597155,0.0,35.0,1.1249107064724061e-268,converged,0,0,66.45295197683572,35.0,41.710068187156885,35.0
CFR,2018,0.0,-0.280869903,-0.262769903,2.451724336,9.472658383,1.294937484,1.104362648,21.58687943,31.72235032,50.62958028,33.96093466,33.96093466,22.15799615,34.79846265,63.70510181,40.19387412,40.19387412,10.38260471,0.049623748,1.717814692,15.09,12.65514,3.053697863,16.20451664,82.01996676,32292.966,1602.498,0.197567949,0.0,0.0,66.50000302597155,0.0,35.0,1.1249107064724061e-268,converged,0,0,66.45295197683572,35.0,41.710068187156885,35.0
BOKF,2019,0.0,0.066805528,0.088205528,1.118145766,6.237230119,1.292463197,0.892552862,26.24660667,44.82933614,21.41886873,30.80467922,30.80467922,27.25519359,48.40689047,18.65756163,31.5427771,31.5427771,10.64951227,0.204432413,1.270370118,12.94,32.2915,1.573015872,39.82200943,60.17799057,42172.021,8621.328,0.661737108,0.0,0.0,5.599380461709036,2.833005764145166e-06,3.0764727927792963,0.0010473270894756,converged,0,0,5.609474766475931,3.0764727927792963,7.776543615282638,3.925401281033244
PB,2018,0.0,-0.268360056,-0.250260056,1.265826297,10.25895796,1.283155706,1.232403616,21.58687943,37.63239665,30.19875638,29.53722104,29.53722104,22.15799615,37.32240055,38.34820407,32.31726414,32.31726414,10.0298295,0.057983638,1.073685212,16.99,32.87247,2.236967208,5.780195238,94.21980476,22693.402,1315.846,0.061347986,0.0,0.0,66.50000302597155,0.0,35.0,1.1249107064724061e-268,converged,0,0,66.45295197683572,35.0,41.710068187156885,35.0
BKU,2019,0.0,0.05225581,0.07365581,1.943891269,7.558900112,1.148110139,1.004412147,24.56383212,51.80921536,65.83147618,50.01291846,50.01291846,25.55841295,57.14501966,57.68154564,49.68118701,49.68118701,10.400355,0.152407725,1.166771547,12.79,20.99961,2.381670557,15.33289666,84.66710334,32871.293,5009.839,0.181096271,0.0,0.0,,,2.8672114514612614,0.0033990999233924,extreme_DD_a_y2019_small,0,0,,2.868739231120174,,3.925401281033244
HWC,2019,0.0,0.079035355,0.100435355,1.469326697,6.714253473,1.416170564,0.928604526,57.35760421,45.47800188,53.84212784,45.43543722,45.43543722,57.52059938,47.44618911,54.81857573,46.49523475,46.49523475,10.32878003,0.096348401,1.10741264,11.9,22.56295,1.820154355,40.40658372,59.59341628,30600.757,2948.334,0.678037714,0.0,0.0,5.599380461709036,4.4857118628457406e-08,3.219236433348,0.0006426622963988,converged,0,0,5.609474766475931,3.219236433348,7.776543615282638,3.925401281033244
BANC,2019,0.0,0.027175203,0.048575203,2.90117819,9.23060114,1.417062158,1.190484143,20.28455285,22.08563256,66.62527857,34.93957403,34.93957403,21.58687943,26.90616123,71.25582945,38.99755457,38.99755457,8.965514703,0.175594022,1.2186828,15.9,20.99961,3.631497038,16.01040103,66.45647384,7828.41,1374.622,0.240915596,0.0,0.0,,,3.493439566661771,0.0002384204492531,extreme_DD_a_y2019_small,0,0,,3.493439566661771,,3.925401281033244
CBSH,2018,0.0,-0.199520166,-0.181420166,1.44761867,6.288771989,0.741054675,0.626528427,29.86282066,40.79493097,17.16367899,27.60494573,27.60494573,31.81773704,48.3433345,17.16628552,31.54915939,31.54915939,10.14501476,0.077171819,2.252200325,15.82,30.95996,2.301222281,20.5990211,77.80067462,25463.842,1965.091,0.264766613,0.0,0.0,66.50000302597155,0.0,35.0,1.1249107064724061e-268,converged,0,0,66.45295197683572,35.0,41.710068187156885,35.0
TCBI,2019,0.0,-0.004919896,0.016480104,1.711598542,10.87405867,1.884660198,1.674312786,20.28455285,38.47005753,41.10474371,33.87885627,33.87885627,21.58687943,34.83662623,56.63224517,37.66657487,37.66657487,10.39047332,0.090245016,1.077830092,11.37,35.47562,2.632193563,15.58570001,80.04783199,32548.069,2937.301,0.194704836,0.0,0.0,5.599380461709036,1.4904494521101289e-06,,,extreme_DD_m_y2019_small,0,0,5.609474766475931,,7.776543615282638,
UBSI,2018,0.0,-0.259292801,-0.241192801,1.494199429,9.277513794,1.165763444,1.08631985,21.58687943,15.41422575,59.66355763,29.12433672,29.12433672,22.15799615,23.55578346,48.72454816,29.22450593,29.22450593,9.86529221,0.096123747,0.978982721,14.4,33.35181,2.568027324,9.887732843,90.11226716,19250.498,1850.43,0.109726824,0.0,0.0,66.50000302597155,0.0,35.0,1.1249107064724061e-268,converged,0,0,66.45295197683572,35.0,41.710068187156885,35.0
GBCI,2018,0.0,-0.228801142,-0.210701142,1.871792183,9.882350541,1.318181954,1.182101483,21.58687943,24.57688876,82.2562736,41.80239532,41.80239532,22.15799615,23.81026891,77.61725006,39.7521034,39.7521034,9.402239583,0.081323701,2.173315734,14.7,24.15447,2.709095196,13.17777166,86.82222834,12115.484,985.276,0.151778777,0.0,0.0,66.50000302597155,0.0,35.0,1.1249107064724061e-268,converged,0,0,66.45295197683572,35.0,41.710068187156885,35.0
FHB,2017,0.0,0.20608971,0.21408971,1.568260388,9.72829745,1.448594969,1.448587711,22.15799615,34.29297785,18.73141158,23.75262518,23.75262518,21.15270351,34.10499091,13.53384528,21.78825979,21.78825979,9.930589991,1.65e-06,1.608339046,13.5,37.71469,2.174144111,0.000804372,99.99919563,20549.461,0.034,8.04e-06,0.0,0.0,,,,,debt_too_low,0,0,,,,
FHB,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,debt_too_low,0,0,,,,
CUBI,2019,0.0,0.128489328,0.149889328,1.300506828,5.327152482,1.090643881,0.666573162,20.28455285,36.00686126,55.60967845,37.87888742,37.87888742,21.58687943,41.33667469,45.50632911,36.88526913,36.88526913,9.351902172,0.146930525,0.893221066,12.205,31.91986,1.81327205,41.16535931,44.05162041,11520.717,1692.745,0.934480024,0.0,0.0,,,2.8672114514612614,0.0076873348885945,extreme_DD_a_y2019_small,0,0,,2.868739231120174,,3.925401281033244
CUBI,2020,1.0,-0.264212257,-0.259812257,1.54004586,2.868035635,1.555638415,0.127872195,40.93186965,39.5659396,49.99447398,38.25137542,38.25137542,20.28455285,36.00686126,55.60967845,37.87888742,37.87888742,9.822236715,0.315655335,0.640716862,11.855,31.91986,2.283290077,91.03385634,5.55063151,18439.248,5820.447,16.40063048,0.0,0.0,,,2.8672114514612614,0.0022851876044853,extreme_DD_a_y2020_small,0,1,,2.868739231120174,,3.925401281033244
RNST,2018,0.0,-0.304782824,-0.286682824,2.010024274,8.935091169,1.126956902,1.023328435,21.58687943,25.36189219,34.49033977,24.99602084,24.99602084,22.15799615,18.46607444,38.98878975,23.19513723,23.19513723,9.467682663,0.050354089,0.864485311,14.12,31.82511,3.314462058,12.93284155,87.06715845,12934.878,651.324,0.148538689,0.0,0.0,66.50000302597155,0.0,35.0,1.1249107064724061e-268,converged,0,0,66.45295197683572,35.0,41.710068187156885,35.0
PPBI,2019,0.0,0.026799666,0.048199666,1.31880715,8.169657632,1.216994639,1.133450786,22.06022092,38.57025006,55.77523082,39.46562332,39.46562332,21.58687943,28.55338155,67.28514324,38.38512881,38.38512881,9.37381986,0.062174784,0.964027016,13.81,37.34653,2.036089913,10.52600416,89.47399584,11776.012,732.171,0.117643166,0.0,0.0,5.599380461709036,1.6763343410087163e-08,4.582000962930465,2.3027388693540283e-06,converged,0,0,5.609474766475931,4.582000962930465,7.776543615282638,4.582000962930465
CBU,2018,0.0,-0.1754255,-0.1573255,1.914136105,8.501468192,1.031685645,0.951284577,21.58687943,27.13136714,63.75638463,36.40945657,36.40945657,22.15799615,33.30641096,47.78883551,33.72396062,33.72396062,9.269297251,0.038999764,1.743704506,19.06,29.56049,2.916838721,10.71326782,89.28673218,10607.295,413.682,0.119987232,0.0,0.0,66.50000302597155,0.0,35.0,1.1249107064724061e-268,converged,0,0,66.45295197683572,35.0,41.710068187156885,35.0
IBOC,2018,0.0,-0.261620587,-0.243520587,1.738069509,10.34572664,1.416423988,1.272738312,21.58687943,24.89861147,80.45858317,41.31480123,41.31480123,22.15799615,23.86256044,70.33516358,37.15648887,37.15648887,9.381933922,0.092324329,1.163642516,19.74,32.01525,2.863745454,14.24105834,85.75894166,11871.952,1096.07,0.166059166,0.0,0.0,66.50000302597155,0.0,35.0,1.1249107064724061e-268,converged,0,0,66.45295197683572,35.0,41.710068187156885,35.0
FFIN,2018,0.0,-0.210426462,-0.192326462,1.756861766,8.777713181,1.0635676,0.991670086,21.58687943,29.3641228,65.72507217,38.22563089,38.22563089,22.15799615,30.14451638,53.1308625,34.07879063,34.07879063,8.953103958,0.060620131,3.685283065,20.61,23.84879,2.537673583,8.693077671,91.30692233,7731.854,468.706,0.095207214,0.0,0.0,66.50000302597155,0.0,35.0,1.1249107064724061e-268,converged,0,0,66.45295197683572,35.0,41.710068187156885,35.0
FFIN,2022,1.0,-0.088000389,-0.073800389,3.964287649,7.069286057,0.760197049,0.685918789,20.35513895,35.18732036,43.02900329,33.60511776,33.60511776,20.07635504,28.72426739,53.13527822,33.75670227,33.75670227,9.470707721,0.049522409,3.851879133,19.29,16.6406,4.834011606,11.4971851,88.5028149,12974.066,642.507,0.129907564,0.0,0.0,66.50000302597155,0.0,,,extreme_DD_m_y2022_small,0,1,66.45295197683572,,41.710068187156885,
BANF,2016,0.0,0.275536059,0.277536059,1.76629918,6.141909336,0.719346171,0.704718339,21.15270351,21.28198054,22.69482366,18.72599887,18.72599887,18.2821119,19.10479156,21.51552288,17.22156485,17.22156485,8.856369198,0.00462448,2.068935333,15.33,34.30712,2.279187388,3.062922487,96.93707751,7018.952,32.459,0.031597017,0.0,0.0,,,,,extreme_DD_a_y2016_small,0,0,,,,
BANF,2017,0.0,0.211474666,0.219474666,1.695404776,5.198330442,0.562811844,0.555926617,22.15799615,19.90234849,24.78723404,18.79496911,18.79496911,21.15270351,21.28198054,22.69482366,18.72599887,18.72599887,8.889191963,0.004530304,2.103334065,15.62,34.30712,2.252894559,1.850422566,98.14957743,7253.156,32.859,0.018853087,0.0,0.0,,,,,extreme_DD_a_y2017_small,0,0,,,,
BANF,2018,0.0,-0.257423586,-0.239323586,1.622667877,7.529413924,0.783379486,0.774406871,21.58687943,14.98633453,21.24472574,15.0813232,15.0813232,22.15799615,19.90234849,24.78723404,18.79496911,18.79496911,8.932510672,0.003759972,1.802121988,16.29,33.42944,2.790869349,1.710699938,98.28930006,7574.258,28.479,0.017404742,0.0,0.0,,,35.0,1.1249107064724061e-268,extreme_DD_a_y2018_small,0,0,,35.0,,35.0
